index,iso3_o,iso3_d,tradeflow,year,gdp_o,gdp_d,dist,tradevalue
24072,CZE,TUR,1,2012,206751367.168,788863320.064,1513.0,1106669.3941602008
24073,CZE,TUR,1,2013,208796024.832,822135160.832,1513.0,1143538.0494370575
24074,CZE,TUR,1,2014,207818326.016,934167773.184,1513.0,1335605.289336281
24075,CZE,TUR,1,2015,185156354.048,859383660.544,1513.0,1267899.0710446902
24076,CZE,TUR,1,2016,192924598.272,857748996.0960001,1513.0,1439524.1233122612
24077,CZE,TUR,1,2017,218628940.952,858996263.0960001,1513.0,1557869.367414287
24078,CZE,TUR,1,2018,248950103.352,778471901.665,1513.0,1718742.8399597888
24079,CZE,TUR,1,2019,252498032.247,761004425.605,1513.0,1675750.3701122724
24080,CZE,TUR,1,2020,245339322.067,719954821.683,1513.0,1721289.2331633351
24081,CZE,TUR,2,1998,66372661.248,269287096.32,1513.0,85108.00611501932
24082,CZE,TUR,2,1999,64719368.192,249751470.08,1513.0,66898.23054248095
24083,CZE,TUR,2,2000,61474267.136,266567532.544,1513.0,161099.55286426842
24084,CZE,TUR,2,2001,67375681.536,196005281.792,1513.0,127957.62497060548
24085,CZE,TUR,2,2002,81696694.272,232534556.672,1513.0,289170.6302114874
24086,CZE,TUR,2,2003,99300327.424,303005302.784,1513.0,329246.14694425464
24087,CZE,TUR,2,2004,118976258.048,392166277.12,1513.0,529627.6910818815
24088,CZE,TUR,2,2005,135990124.544,482979840.0,1513.0,517233.2063202895
24089,CZE,TUR,2,2006,155213119.488,530900090.88,1513.0,542122.6831960864
24090,CZE,TUR,2,2007,188818472.96,647155154.944,1513.0,729166.6404240653
24091,CZE,TUR,2,2008,235205279.744,730337509.376,1513.0,797773.7755793892
24092,CZE,TUR,2,2009,205729792.0,614553944.064,1513.0,840667.9709131265
24093,CZE,TUR,2,2010,207016394.752,731168047.104,1513.0,1038603.0573411285
24094,CZE,TUR,2,2011,227307241.472,774754140.16,1513.0,1354668.0093129287
24095,CZE,TUR,2,2012,206751367.168,788863320.064,1513.0,1700768.1720235269
24096,CZE,TUR,2,2013,208796024.832,822135160.832,1513.0,2205219.591716737
24097,CZE,TUR,2,2014,207818326.016,934167773.184,1513.0,2152856.0871394724
24098,CZE,TUR,2,2015,185156354.048,859383660.544,1513.0,1913996.4213654473
24099,CZE,TUR,2,2016,192924598.272,857748996.0960001,1513.0,2181842.780987798
24100,CZE,TUR,2,2017,218628940.952,858996263.0960001,1513.0,2287336.653465143
24101,CZE,TUR,2,2018,248950103.352,778471901.665,1513.0,2209877.698674907
24102,CZE,TUR,2,2019,252498032.247,761004425.605,1513.0,1925861.8792919435
24103,CZE,TUR,2,2020,245339322.067,719954821.683,1513.0,2333157.3784084483
24323,CZE,USA,1,1998,66372661.248,9089200422.912,6588.0,1117958.232300818
24324,CZE,USA,1,1999,64719368.192,9660599894.016,6588.0,1176842.9600411654
24325,CZE,USA,1,2000,61474267.136,10284800409.6,6588.0,1420801.491145178
24326,CZE,USA,1,2001,67375681.536,10621800153.088,6588.0,1451762.4787436442
24327,CZE,USA,1,2002,81696694.272,10977500200.96,6588.0,1510235.1679600514
24328,CZE,USA,1,2003,99300327.424,11510700048.384,6588.0,1594225.0519977398
24329,CZE,USA,1,2004,118976258.048,12274900140.032,6588.0,2078714.385433902
24330,CZE,USA,1,2005,135990124.544,13093699584.0,6588.0,1949809.8322323374
24331,CZE,USA,1,2006,155213119.488,13855900041.216,6588.0,2165037.0595752
24332,CZE,USA,1,2007,188818472.96,14477599703.04,6588.0,2634214.9586354923
24333,CZE,USA,1,2008,235205279.744,14718600216.576,6588.0,2896444.1947142985
24334,CZE,USA,1,2009,205729792.0,14418700140.544,6588.0,2173540.423641879
24335,CZE,USA,1,2010,207016394.752,14964400062.464,6588.0,2734865.2878207727
24336,CZE,USA,1,2011,227307241.472,15517900341.248,6588.0,2944137.7165782438
24337,CZE,USA,1,2012,206751367.168,16163200303.104,6588.0,3106776.537200036
24338,CZE,USA,1,2013,208796024.832,16768099680.256,6588.0,3099844.9921381976
24339,CZE,USA,1,2014,207818326.016,17393103405.056,6588.0,3724818.9277523584
24340,CZE,USA,1,2015,185156354.048,18036648050.688,6588.0,3277158.812690134
24341,CZE,USA,1,2016,192924598.272,18569100263.424,6588.0,3273747.6207095976
24342,CZE,USA,1,2017,218628940.952,19479620056.0,6588.0,3964309.664915768
24343,CZE,USA,1,2018,248950103.352,20527156026.0,6588.0,4664303.498175552
24344,CZE,USA,1,2019,252498032.247,21372572437.0,6588.0,4700915.688034183
24345,CZE,USA,1,2020,245339322.067,20893743833.0,6588.0,4301503.716616529
24346,CZE,USA,2,1998,66372661.248,9089200422.912,6588.0,620316.8634544611
24347,CZE,USA,2,1999,64719368.192,9660599894.016,6588.0,652443.5413509011
24348,CZE,USA,2,2000,61474267.136,10284800409.6,6588.0,818242.5689144599
24349,CZE,USA,2,2001,67375681.536,10621800153.088,6588.0,998206.2545698782
24350,CZE,USA,2,2002,81696694.272,10977500200.96,6588.0,1522824.447802607
24351,CZE,USA,2,2003,99300327.424,11510700048.384,6588.0,1189394.3317488208
24352,CZE,USA,2,2004,118976258.048,12274900140.032,6588.0,1507846.97902729
24353,CZE,USA,2,2005,135990124.544,13093699584.0,6588.0,2053886.9059928022
24354,CZE,USA,2,2006,155213119.488,13855900041.216,6588.0,2162016.729003042
24355,CZE,USA,2,2007,188818472.96,14477599703.04,6588.0,2351013.154781703
24356,CZE,USA,2,2008,235205279.744,14718600216.576,6588.0,2487740.5162327774
24357,CZE,USA,2,2009,205729792.0,14418700140.544,6588.0,1790278.113596425
24358,CZE,USA,2,2010,207016394.752,14964400062.464,6588.0,2306710.5007074457
24359,CZE,USA,2,2011,227307241.472,15517900341.248,6588.0,3134884.4823833057
24360,CZE,USA,2,2012,206751367.168,16163200303.104,6588.0,3556479.2448538174
24361,CZE,USA,2,2013,208796024.832,16768099680.256,6588.0,3486952.089228347
24362,CZE,USA,2,2014,207818326.016,17393103405.056,6588.0,3856227.0572278514
24363,CZE,USA,2,2015,185156354.048,18036648050.688,6588.0,3687821.360474527
24364,CZE,USA,2,2016,192924598.272,18569100263.424,6588.0,3492140.6444579824
24365,CZE,USA,2,2017,218628940.952,19479620056.0,6588.0,3763336.755642166
24366,CZE,USA,2,2018,248950103.352,20527156026.0,6588.0,4179060.3904925366
24367,CZE,USA,2,2019,252498032.247,21372572437.0,6588.0,4639265.000981141
24368,CZE,USA,2,2020,245339322.067,20893743833.0,6588.0,4507676.0170793235
26246,DEU,BGD,1,1998,0.0,44091752.448,0.0,7511.0
26247,DEU,BGD,1,1998,2239913263.104,44091752.448,7084.0,519618.0
26248,DEU,BGD,1,1999,0.0,45694070.784,0.0,572125.2968974113
26249,DEU,BGD,1,2000,0.0,47124926.464,0.0,756410.0
26250,DEU,BGD,1,2001,0.0,46987841.536,0.0,808700.0
26251,DEU,BGD,1,2002,0.0,47571128.32,0.0,1.0
26252,DEU,BGD,1,2002,2076303425.536,47571128.32,7084.0,782445.0
26253,DEU,BGD,1,2003,0.0,51913662.464,0.0,1168286.0
26254,DEU,BGD,1,2004,2815593021.44,56560742.4,7084.0,1535564.0
26255,DEU,BGD,1,2005,0.0,60277559.296,0.0,1469748.0
26256,DEU,BGD,1,2005,2857558605.824,60277559.296,7084.0,20.0
26257,DEU,BGD,1,2006,0.0,71819091.968,0.0,72.0
26258,DEU,BGD,1,2006,2998466510.848,71819091.968,7084.0,1976232.0
26259,DEU,BGD,1,2007,3435506696.192,79611887.616,7084.0,2052353.0
26260,DEU,BGD,1,2008,0.0,91631280.128,0.0,2574970.05407346
26261,DEU,BGD,1,2009,0.0,102477791.232,0.0,0.327476941049099
26262,DEU,BGD,1,2009,3412770160.64,102477791.232,7084.0,2847157.617111623
26263,DEU,BGD,1,2010,0.0,115279077.376,0.0,0.3445048332214355
26264,DEU,BGD,1,2010,3412008894.464,115279077.376,7084.0,3161747.9771265937
26265,DEU,BGD,1,2011,0.0,128637935.616,0.0,4350727.05102999
26266,DEU,BGD,1,2012,0.0,133355741.184,0.0,4131329.2350778286
26267,DEU,BGD,1,2013,3730260623.36,149990457.344,7084.0,4738578.047091678
26268,DEU,BGD,1,2014,0.0,172885458.944,0.0,5108846.7297001975
26269,DEU,BGD,1,2015,0.0,195078553.6,0.0,198.2084131538868
26270,DEU,BGD,1,2015,3363599810.56,195078553.6,7084.0,5173427.310215118
26271,DEU,BGD,1,2016,0.0,221415276.544,0.0,8.407107084989548
26272,DEU,BGD,1,2016,3466756882.432,221415276.544,7084.0,5514960.091330752
26273,DEU,BGD,1,2017,0.0,293754646.182,0.0,6103222.939047256
26274,DEU,BGD,1,2017,3690849152.518,293754646.182,7084.0,5551.910026311874
26275,DEU,BGD,1,2018,0.0,321379023.557,0.0,1443.720497131348
26276,DEU,BGD,1,2018,3977289455.388,321379023.557,7084.0,6908437.724243732
26277,DEU,BGD,1,2019,0.0,351238438.543,0.0,3535.101885676384
26278,DEU,BGD,1,2019,3888326788.627,351238438.543,7084.0,6689170.715950481
26279,DEU,BGD,1,2020,0.0,373902134.7,0.0,18447.48482218385
26280,DEU,BGD,1,2020,3846413928.654,373902134.7,7084.0,6572158.744609014
26281,DEU,BGD,2,1998,2239913263.104,44091752.448,7084.0,101599.0
26282,DEU,BGD,2,1999,0.0,45694070.784,0.0,109154.91906142235
26283,DEU,BGD,2,1999,2196686503.936,45694070.784,7084.0,93.06600189208984
26284,DEU,BGD,2,2000,0.0,47124926.464,0.0,124146.0
26285,DEU,BGD,2,2000,1947208384.512,47124926.464,7084.0,10.0
26286,DEU,BGD,2,2001,0.0,46987841.536,0.0,165616.0
26287,DEU,BGD,2,2001,1947928363.008,46987841.536,7084.0,5396.0
26288,DEU,BGD,2,2002,2076303425.536,47571128.32,7084.0,140526.0
26289,DEU,BGD,2,2003,0.0,51913662.464,0.0,173175.0
26290,DEU,BGD,2,2003,2502313639.936,51913662.464,7084.0,10316.0
26291,DEU,BGD,2,2004,0.0,56560742.4,0.0,27.0
26292,DEU,BGD,2,2004,2815593021.44,56560742.4,7084.0,266997.0
26293,DEU,BGD,2,2005,0.0,60277559.296,0.0,298929.0
26294,DEU,BGD,2,2006,2998466510.848,71819091.968,7084.0,368274.0
26295,DEU,BGD,2,2007,0.0,79611887.616,0.0,3949.0
26296,DEU,BGD,2,2007,3435506696.192,79611887.616,7084.0,271998.0
26297,DEU,BGD,2,2008,0.0,91631280.128,0.0,330582.67280834913
26298,DEU,BGD,2,2008,3747055403.008,91631280.128,7084.0,171.4521991014481
26299,DEU,BGD,2,2009,3412770160.64,102477791.232,7084.0,397295.31269049423
26300,DEU,BGD,2,2010,3412008894.464,115279077.376,7084.0,558301.4877433644
26301,DEU,BGD,2,2011,0.0,128637935.616,0.0,540360.3923662235
26302,DEU,BGD,2,2011,3752110063.616,128637935.616,7084.0,4137.272834300995
26303,DEU,BGD,2,2012,0.0,133355741.184,0.0,474198.81656696444
26304,DEU,BGD,2,2012,3533242368.0,133355741.184,7084.0,91.17637785989793
26305,DEU,BGD,2,2013,0.0,149990457.344,0.0,0.0013279824052006
26306,DEU,BGD,2,2013,3730260623.36,149990457.344,7084.0,520486.50828403427
26307,DEU,BGD,2,2014,0.0,172885458.944,0.0,671325.0615770064
26308,DEU,BGD,2,2014,3879276642.304,172885458.944,7084.0,1458.588788032532
26309,DEU,BGD,2,2015,3363599810.56,195078553.6,7084.0,625745.3448289335
26310,DEU,BGD,2,2016,3466756882.432,221415276.544,7084.0,686792.3469742155
26311,DEU,BGD,2,2017,0.0,293754646.182,0.0,749074.7581018908
26312,DEU,BGD,2,2018,3977289455.388,321379023.557,7084.0,872222.5044834651
26313,DEU,BGD,2,2019,3888326788.627,351238438.543,7084.0,870865.0320116959
26314,DEU,BGD,2,2020,3846413928.654,373902134.7,7084.0,578448.8989904248
27263,DEU,CAN,1,1998,2239913263.104,631432413.184,6493.0,3034318.015625
27264,DEU,CAN,1,1999,0.0,674325266.432,0.0,8.164000034332275
27265,DEU,CAN,1,1999,2196686503.936,674325266.432,6493.0,2658323.9618655443
27266,DEU,CAN,1,2000,1947208384.512,739455926.2720001,6493.0,3094078.0
27267,DEU,CAN,1,2001,0.0,732716924.928,0.0,2891501.0
27268,DEU,CAN,1,2002,0.0,752531734.528,0.0,2588202.0
27269,DEU,CAN,1,2002,2076303425.536,752531734.528,6493.0,18.0
27270,DEU,CAN,1,2003,2502313639.936,887751770.112,6493.0,2588842.0
27271,DEU,CAN,1,2004,0.0,1018385596.416,0.0,2863889.0
27272,DEU,CAN,1,2004,2815593021.44,1018385596.416,6493.0,9300.0
27273,DEU,CAN,1,2005,2857558605.824,1164179537.92,6493.0,3309312.0
27274,DEU,CAN,1,2006,0.0,1310795235.328,0.0,4942634.0
27275,DEU,CAN,1,2007,0.0,1457872830.464,0.0,4671208.0
27276,DEU,CAN,1,2008,0.0,1542560677.888,0.0,93414.88891851902
27277,DEU,CAN,1,2008,3747055403.008,1542560677.888,6493.0,5475836.64998112
27278,DEU,CAN,1,2009,3412770160.64,1370839187.456,6493.0,4356781.188518635
27279,DEU,CAN,1,2010,3412008894.464,1614072119.296,6493.0,5227922.575974315
27280,DEU,CAN,1,2011,0.0,1778632097.792,0.0,19278.0811457634
27281,DEU,CAN,1,2011,3752110063.616,1778632097.792,6493.0,6846251.868831835
27282,DEU,CAN,1,2012,0.0,1821445455.872,0.0,734.0105525106192
27283,DEU,CAN,1,2012,3533242368.0,1821445455.872,6493.0,5327257.120935634
27284,DEU,CAN,1,2013,3730260623.36,1826768551.936,6493.0,5295769.075103829
27285,DEU,CAN,1,2014,0.0,1792883163.136,0.0,4617610.490859923
27286,DEU,CAN,1,2015,3363599810.56,1552807624.704,6493.0,3969566.192950919
27287,DEU,CAN,1,2016,0.0,1529760448.512,0.0,4067987.268045511
27288,DEU,CAN,1,2016,3466756882.432,1529760448.512,6493.0,43964.1318359375
27289,DEU,CAN,1,2017,0.0,1649265644.244,0.0,270372.0706682205
27290,DEU,CAN,1,2017,3690849152.518,1649265644.244,6493.0,4222378.111770811
27291,DEU,CAN,1,2018,0.0,1725329192.783,0.0,5266374.11349548
27292,DEU,CAN,1,2019,3888326788.627,1742015045.482,6493.0,5881627.434214533
27293,DEU,CAN,1,2020,0.0,1645423407.568,0.0,5547677.679854396
27294,DEU,CAN,2,1998,0.0,631432413.184,0.0,193584.0
27295,DEU,CAN,2,1998,2239913263.104,631432413.184,6493.0,3645638.015625
27296,DEU,CAN,2,1999,2196686503.936,674325266.432,6493.0,3443487.9991256
27297,DEU,CAN,2,2000,0.0,739455926.2720001,0.0,524.0
27298,DEU,CAN,2,2000,1947208384.512,739455926.2720001,6493.0,3775257.0
27299,DEU,CAN,2,2001,0.0,732716924.928,0.0,4529897.0
27300,DEU,CAN,2,2001,1947928363.008,732716924.928,6493.0,890.0
27301,DEU,CAN,2,2002,0.0,752531734.528,0.0,5185492.0
27302,DEU,CAN,2,2003,0.0,887751770.112,0.0,6262.0
27303,DEU,CAN,2,2003,2502313639.936,887751770.112,6493.0,5309047.0
27304,DEU,CAN,2,2004,0.0,1018385596.416,0.0,5801169.0
27305,DEU,CAN,2,2005,0.0,1164179537.92,0.0,133111.0
27306,DEU,CAN,2,2005,2857558605.824,1164179537.92,6493.0,6410579.0
27307,DEU,CAN,2,2006,0.0,1310795235.328,0.0,7719802.0
27308,DEU,CAN,2,2006,2998466510.848,1310795235.328,6493.0,50.0
27309,DEU,CAN,2,2007,0.0,1457872830.464,0.0,8321289.0
27310,DEU,CAN,2,2007,3435506696.192,1457872830.464,6493.0,42790.0
27311,DEU,CAN,2,2008,3747055403.008,1542560677.888,6493.0,9013675.175619794
27312,DEU,CAN,2,2009,0.0,1370839187.456,0.0,19426.30475616455
27313,DEU,CAN,2,2009,3412770160.64,1370839187.456,6493.0,7196310.593490419
27314,DEU,CAN,2,2010,0.0,1614072119.296,0.0,47.22637557983398
27315,DEU,CAN,2,2010,3412008894.464,1614072119.296,6493.0,8428184.287283536
27316,DEU,CAN,2,2011,3752110063.616,1778632097.792,6493.0,10036625.608766453
27317,DEU,CAN,2,2012,3533242368.0,1821445455.872,6493.0,11350501.657215193
27318,DEU,CAN,2,2013,0.0,1826768551.936,0.0,31538.91935510002
27319,DEU,CAN,2,2013,3730260623.36,1826768551.936,6493.0,11610941.432547798
27320,DEU,CAN,2,2014,0.0,1792883163.136,0.0,11297301.885532634
27321,DEU,CAN,2,2014,3879276642.304,1792883163.136,6493.0,559.8156127929688
27322,DEU,CAN,2,2015,0.0,1552807624.704,0.0,71256.06705069542
27323,DEU,CAN,2,2015,3363599810.56,1552807624.704,6493.0,10726416.280754503
27324,DEU,CAN,2,2016,0.0,1529760448.512,0.0,10245379.594171051
27325,DEU,CAN,2,2017,3690849152.518,1649265644.244,6493.0,10764983.777297258
27326,DEU,CAN,2,2018,0.0,1725329192.783,0.0,11822480.378966393
27327,DEU,CAN,2,2018,3977289455.388,1725329192.783,6493.0,39311.74026489258
27328,DEU,CAN,2,2019,0.0,1742015045.482,0.0,9973.768843650818
27329,DEU,CAN,2,2019,3888326788.627,1742015045.482,6493.0,12141233.898519505
27330,DEU,CAN,2,2020,0.0,1645423407.568,0.0,10594184.494743899
27331,DEU,CAN,2,2020,3846413928.654,1645423407.568,6493.0,19441.48761367798
28397,DEU,CZE,1,1998,0.0,66372661.248,0.0,9592125.03125
28398,DEU,CZE,1,1998,2239913263.104,66372661.248,280.0,10748.0
28399,DEU,CZE,1,1999,0.0,64719368.192,0.0,83718.27819383144
28400,DEU,CZE,1,1999,2196686503.936,64719368.192,280.0,10508464.934364796
28401,DEU,CZE,1,2000,0.0,61474267.136,0.0,11604634.0
28402,DEU,CZE,1,2000,1947208384.512,61474267.136,280.0,19916.0
28403,DEU,CZE,1,2001,0.0,67375681.536,0.0,12824555.0
28404,DEU,CZE,1,2002,0.0,81696694.272,0.0,15154464.0
28405,DEU,CZE,1,2003,0.0,99300327.424,0.0,19585201.0
28406,DEU,CZE,1,2004,2815593021.44,118976258.048,280.0,18712016.0
28407,DEU,CZE,1,2005,0.0,135990124.544,0.0,239553.0
28408,DEU,CZE,1,2005,2857558605.824,135990124.544,280.0,20276193.0
28409,DEU,CZE,1,2006,2998466510.848,155213119.488,280.0,25085319.0
28410,DEU,CZE,1,2007,0.0,188818472.96,0.0,30512183.0
28411,DEU,CZE,1,2008,0.0,235205279.744,0.0,37318726.565346956
28412,DEU,CZE,1,2008,3747055403.008,235205279.744,280.0,158401.8479947448
28413,DEU,CZE,1,2009,0.0,205729792.0,0.0,31652738.104169544
28414,DEU,CZE,1,2009,3412770160.64,205729792.0,280.0,96126.29659366608
28415,DEU,CZE,1,2010,0.0,207016394.752,0.0,35781461.9695971
28416,DEU,CZE,1,2011,0.0,227307241.472,0.0,42866591.23519394
28417,DEU,CZE,1,2012,3533242368.0,206751367.168,280.0,39169401.58714612
28418,DEU,CZE,1,2013,0.0,208796024.832,0.0,41371656.11575044
28419,DEU,CZE,1,2014,0.0,207818326.016,0.0,668188.8441271782
28420,DEU,CZE,1,2014,3879276642.304,207818326.016,280.0,45529082.064955525
28421,DEU,CZE,1,2015,0.0,185156354.048,0.0,40816318.59456342
28422,DEU,CZE,1,2016,0.0,192924598.272,0.0,43341424.02221229
28423,DEU,CZE,1,2016,3466756882.432,192924598.272,280.0,38389.30859375
28424,DEU,CZE,1,2017,0.0,218628940.952,0.0,48059619.9316624
28425,DEU,CZE,1,2018,0.0,248950103.352,0.0,51458415.61260562
28426,DEU,CZE,1,2018,3977289455.388,248950103.352,280.0,877974.4060291648
28427,DEU,CZE,1,2019,0.0,252498032.247,0.0,49810327.5111265
28428,DEU,CZE,1,2019,3888326788.627,252498032.247,280.0,19608.45933532715
28429,DEU,CZE,1,2020,3846413928.654,245339322.067,280.0,47047954.37672377
28430,DEU,CZE,2,1998,0.0,66372661.248,0.0,10322758.0
28431,DEU,CZE,2,1999,2196686503.936,64719368.192,280.0,10147636.693619132
28432,DEU,CZE,2,2000,0.0,61474267.136,0.0,11337046.0
28433,DEU,CZE,2,2001,0.0,67375681.536,0.0,12792589.0
28434,DEU,CZE,2,2001,1947928363.008,67375681.536,280.0,13194.0
28435,DEU,CZE,2,2002,0.0,81696694.272,0.0,14454304.0
28436,DEU,CZE,2,2002,2076303425.536,81696694.272,280.0,71243.0
28437,DEU,CZE,2,2003,0.0,99300327.424,0.0,18235749.0
28438,DEU,CZE,2,2003,2502313639.936,99300327.424,280.0,1788.0
28439,DEU,CZE,2,2004,0.0,118976258.048,0.0,583455.0
28440,DEU,CZE,2,2004,2815593021.44,118976258.048,280.0,19725262.0
28441,DEU,CZE,2,2005,2857558605.824,135990124.544,280.0,22707455.0
28442,DEU,CZE,2,2006,0.0,155213119.488,0.0,39207.0
28443,DEU,CZE,2,2006,2998466510.848,155213119.488,280.0,26868610.0
28444,DEU,CZE,2,2007,0.0,188818472.96,0.0,31984059.0
28445,DEU,CZE,2,2007,3435506696.192,188818472.96,280.0,525368.0
28446,DEU,CZE,2,2008,0.0,235205279.744,0.0,38453315.06088978
28447,DEU,CZE,2,2009,0.0,205729792.0,0.0,29205256.967062544
28448,DEU,CZE,2,2010,0.0,207016394.752,0.0,33416782.932950508
28449,DEU,CZE,2,2010,3412008894.464,207016394.752,280.0,7777.619054764509
28450,DEU,CZE,2,2011,0.0,227307241.472,0.0,39518472.65643335
28451,DEU,CZE,2,2011,3752110063.616,227307241.472,280.0,5150.464477539063
28452,DEU,CZE,2,2012,0.0,206751367.168,0.0,382970.7148647308
28453,DEU,CZE,2,2012,3533242368.0,206751367.168,280.0,36409573.160033084
28454,DEU,CZE,2,2013,0.0,208796024.832,0.0,35142813.45482788
28455,DEU,CZE,2,2013,3730260623.36,208796024.832,280.0,3555735.984375
28456,DEU,CZE,2,2014,3879276642.304,207818326.016,280.0,41872381.24622807
28457,DEU,CZE,2,2015,0.0,185156354.048,0.0,37956702.16334852
28458,DEU,CZE,2,2015,3363599810.56,185156354.048,280.0,133719.6310329437
28459,DEU,CZE,2,2016,0.0,192924598.272,0.0,40023393.936322026
28460,DEU,CZE,2,2017,0.0,218628940.952,0.0,44631991.05602112
28461,DEU,CZE,2,2017,3690849152.518,218628940.952,280.0,76765.28686523438
28462,DEU,CZE,2,2018,0.0,248950103.352,0.0,49261167.02679956
28463,DEU,CZE,2,2019,0.0,252498032.247,0.0,47201248.343849264
28464,DEU,CZE,2,2020,0.0,245339322.067,0.0,124450.4791207314
28465,DEU,CZE,2,2020,3846413928.654,245339322.067,280.0,43065389.03879422
29495,DEU,FRA,1,1998,2239913263.104,1510758285.312,881.0,44821080.140625
29496,DEU,FRA,1,1999,0.0,1500275933.184,0.0,41451182.84116948
29497,DEU,FRA,1,1999,2196686503.936,1500275933.184,881.0,113934.0783510208
29498,DEU,FRA,1,2000,0.0,1368438341.632,0.0,37800262.0
29499,DEU,FRA,1,2001,0.0,1382218334.208,0.0,41274554.0
29500,DEU,FRA,1,2001,1947928363.008,1382218334.208,881.0,66523.0
29501,DEU,FRA,1,2002,0.0,1500337799.168,0.0,42749962.0
29502,DEU,FRA,1,2003,2502313639.936,1848124112.896,881.0,46968271.0
29503,DEU,FRA,1,2004,0.0,2124204605.44,0.0,55186773.0
29504,DEU,FRA,1,2005,2857558605.824,2203623882.752,881.0,62119299.0
29505,DEU,FRA,1,2006,0.0,2324892745.728,0.0,1149105.0
29506,DEU,FRA,1,2006,2998466510.848,2324892745.728,881.0,71001518.0
29507,DEU,FRA,1,2007,0.0,2662975930.368,0.0,74778605.0
29508,DEU,FRA,1,2007,3435506696.192,2662975930.368,881.0,1232270.0
29509,DEU,FRA,1,2008,0.0,2923574067.2,0.0,86083468.82421917
29510,DEU,FRA,1,2008,3747055403.008,2923574067.2,881.0,1219266.359918594
29511,DEU,FRA,1,2009,0.0,2693665128.448,0.0,15675.59135532379
29512,DEU,FRA,1,2009,3412770160.64,2693665128.448,881.0,69867282.98763421
29513,DEU,FRA,1,2010,0.0,2646837035.008,0.0,75957726.16830099
29514,DEU,FRA,1,2010,3412008894.464,2646837035.008,881.0,212.8218383789063
29515,DEU,FRA,1,2011,0.0,2862680113.152,0.0,828188.3997745812
29516,DEU,FRA,1,2011,3752110063.616,2862680113.152,881.0,85503086.92968883
29517,DEU,FRA,1,2012,0.0,2686722506.752,0.0,76350264.39413984
29518,DEU,FRA,1,2012,3533242368.0,2686722506.752,881.0,757967.9879760742
29519,DEU,FRA,1,2013,3730260623.36,2806427942.912,881.0,79701952.392213
29520,DEU,FRA,1,2014,3879276642.304,2849305264.128,881.0,83546310.49750711
29521,DEU,FRA,1,2015,0.0,2433561919.488,0.0,18897.28627310693
29522,DEU,FRA,1,2015,3363599810.56,2433561919.488,881.0,69780025.50071576
29523,DEU,FRA,1,2016,3466756882.432,2465454096.384,881.0,67882556.14030574
29524,DEU,FRA,1,2017,0.0,2595151045.198,0.0,87263.66361409426
29525,DEU,FRA,1,2017,3690849152.518,2595151045.198,881.0,67708356.18310459
29526,DEU,FRA,1,2018,3977289455.388,2790956878.747,881.0,71356802.10232425
29527,DEU,FRA,1,2019,0.0,2728870246.706,0.0,5330.171257019043
29528,DEU,FRA,1,2019,3888326788.627,2728870246.706,881.0,68907905.60065372
29529,DEU,FRA,1,2020,3846413928.654,2630317731.455,881.0,60177650.01156793
29530,DEU,FRA,2,1998,0.0,1510758285.312,0.0,122643.0
29531,DEU,FRA,2,1998,2239913263.104,1510758285.312,881.0,56927210.890625
29532,DEU,FRA,2,1999,0.0,1500275933.184,0.0,58130729.27206111
29533,DEU,FRA,2,2000,0.0,1368438341.632,0.0,55805625.0
29534,DEU,FRA,2,2000,1947208384.512,1368438341.632,881.0,2617.0
29535,DEU,FRA,2,2001,0.0,1382218334.208,0.0,59267372.0
29536,DEU,FRA,2,2002,0.0,1500337799.168,0.0,61979821.0
29537,DEU,FRA,2,2002,2076303425.536,1500337799.168,881.0,310129.0
29538,DEU,FRA,2,2003,0.0,1848124112.896,0.0,53740.0
29539,DEU,FRA,2,2003,2502313639.936,1848124112.896,881.0,70823305.0
29540,DEU,FRA,2,2004,0.0,2124204605.44,0.0,83715188.0
29541,DEU,FRA,2,2004,2815593021.44,2124204605.44,881.0,3064.0
29542,DEU,FRA,2,2005,0.0,2203623882.752,0.0,1348361.0
29543,DEU,FRA,2,2005,2857558605.824,2203623882.752,881.0,91795339.0
29544,DEU,FRA,2,2006,2998466510.848,2324892745.728,881.0,100608964.0
29545,DEU,FRA,2,2007,0.0,2662975930.368,0.0,116122986.0
29546,DEU,FRA,2,2008,0.0,2923574067.2,0.0,131845939.97521745
29547,DEU,FRA,2,2009,3412770160.64,2693665128.448,881.0,108469745.60743114
29548,DEU,FRA,2,2010,0.0,2646837035.008,0.0,113379862.18510662
29549,DEU,FRA,2,2011,3752110063.616,2862680113.152,881.0,135495766.06110856
29550,DEU,FRA,2,2012,0.0,2686722506.752,0.0,126332498.30726627
29551,DEU,FRA,2,2013,0.0,2806427942.912,0.0,43021.12109375
29552,DEU,FRA,2,2013,3730260623.36,2806427942.912,881.0,126036068.22411548
29553,DEU,FRA,2,2014,0.0,2849305264.128,0.0,6178.962524414063
29554,DEU,FRA,2,2014,3879276642.304,2849305264.128,881.0,127197471.28060499
29555,DEU,FRA,2,2015,3363599810.56,2433561919.488,881.0,108228222.14882225
29556,DEU,FRA,2,2016,0.0,2465454096.384,0.0,604956.6064147949
29557,DEU,FRA,2,2016,3466756882.432,2465454096.384,881.0,106247004.66003752
29558,DEU,FRA,2,2017,3690849152.518,2595151045.198,881.0,114039605.10028084
29559,DEU,FRA,2,2018,0.0,2790956878.747,0.0,203644.7253837585
